Time (ms),RB_End_Effector,RB_Joint2 - o,RB_Joint1 - o,RB_Joint3 - o
12067,0.024122482,0.057927128,0.040607072,0.076449499
12100,0.010731786,-0.014035319,-0.01119175,0.030869005
12133,-0.003191685,-0.05292663,-0.039927576,0.00081886
12167,-0.023125753,-0.022684479,-0.00958414,0.001688111
12200,-0.053042091,0.030372046,0.043671228,0.004515445
12233,-0.082855806,0.051865477,0.060184188,-0.022612238
12267,-0.087334007,0.015976524,0.012493228,-0.069306917
12300,-0.050729394,-0.065729998,-0.071830839,-0.091906853
12333,0.011347755,-0.136412993,-0.133091345,-0.067399547
12367,0.064616926,-0.130342469,-0.133323953,-0.016504543
12400,0.083308585,-0.048727795,-0.0848279,0.026426766
12433,0.066324785,0.02767925,-0.023722455,0.04079638
12467,0.035304323,0.031854343,0.020759583,0.026233468
12500,0.012595009,-0.012533568,0.029648492,0.004501068
12533,0.000967401,-0.033569239,0.011712454,0.004198515
12567,-0.01401624,0.001101208,0.013044833,0.030615626
12600,-0.046338394,0.060435101,0.059448332,0.052709375
12633,-0.089230374,0.088062003,0.104448497,0.028234396
12667,-0.11003197,0.046472162,0.080972672,-0.045373783
12700,-0.078699224,-0.051732153,-0.012238311,-0.113938659
12733,-0.005579374,-0.135102928,-0.103367031,-0.118965387
12767,0.062380888,-0.125822917,-0.114146508,-0.056515355
12800,0.086973384,-0.03001871,-0.041499712,0.025927287
12833,0.070425898,0.056980129,0.031535052,0.075022094
12867,0.040527701,0.063901804,0.039458368,0.072184712
12900,0.016440814,0.023374556,0.012958144,0.045164857
12933,-0.006114023,0.014614676,0.017956637,0.036514696
12967,-0.044100717,0.066642664,0.06484136,0.053365335
13000,-0.099229269,0.137820616,0.106234923,0.060818549
13033,-0.134406701,0.159817025,0.097294226,0.02969831
13067,-0.102019846,0.093359463,0.037180137,-0.023484776
13100,-0.012996175,-0.030493066,-0.041282844,-0.054924663
13133,0.061064765,-0.122451484,-0.097513668,-0.045257665
13167,0.073364183,-0.115442842,-0.099773876,-0.013396596
13200,0.044723973,-0.03400011,-0.048745818,0.015815554
13233,0.015406183,0.037199304,0.010159207,0.030110369
13267,0.000757183,0.047710128,0.030290792,0.02492176
13300,-0.003219701,0.018931674,0.020075798,0.005046451
13333,-0.003166714,0.002373504,0.023244092,-0.012002133
13367,-0.002783485,0.029692266,0.056006521,-0.005171621
13400,-0.002091752,0.082901284,0.090685561,0.025916038
13433,0.002059105,0.101861276,0.085590936,0.046563681
13467,0.014139197,0.048429962,0.027219484,0.02242763
13500,0.037762083,-0.043994807,-0.047775075,-0.029453764
13533,0.071444422,-0.100643337,-0.081773758,-0.052602477
13567,0.101023875,-0.070876688,-0.045841306,-0.016069721
13600,0.104684897,0.023990247,0.034342572,0.049948521
13633,0.076972149,0.096777812,0.089362048,0.08688347
13667,0.037057988,0.081479073,0.069770619,0.068262361
13700,0.006517535,0.013370131,0.010618401,0.02297648
13733,-0.007955342,-0.015438937,-0.006313705,0.002252626
13767,-0.010045427,0.035308454,0.046412367,0.027272342
13800,-0.005507362,0.119405642,0.116959468,0.070104897
13833,0.001536244,0.157265842,0.139371008,0.086921193
13867,0.011619436,0.11076621,0.094131649,0.061779782
13900,0.027995842,0.016735839,0.016282367,0.014333867
13933,0.04763161,-0.052193064,-0.036623951,-0.020633018
13967,0.058719702,-0.051579088,-0.033166979,-0.019830322
14000,0.052613888,0.004190826,0.006978893,0.009801113
14033,0.033785354,0.054823488,0.039058112,0.040037584
14067,0.013293313,0.051580805,0.038122844,0.048928209
14100,-0.001511264,0.012379359,0.019593429,0.036798332
14133,-0.007810842,0.001419067,0.023167416,0.023740122
14167,-0.006284952,0.053381819,0.067826837,0.031345151
14200,-0.00236038,0.127586737,0.119814195,0.055471867
14233,-0.001163185,0.140801519,0.119342983,0.062276024
14267,0.002346039,0.054048438,0.040650845,0.025237296
14300,0.021784401,-0.079304121,-0.078955077,-0.037126277
14333,0.059394762,-0.164951712,-0.160703093,-0.072457403
14367,0.091638386,-0.152211845,-0.14488706,-0.04991705
14400,0.090561315,-0.065875046,-0.053696245,0.002811241
14433,0.057753175,0.015921306,0.021910572,0.032507513
14467,0.019715844,0.026947115,0.019415759,0.021522546
14500,-0.00382694,-0.016968725,-0.031121919,-0.001548958
14533,-0.011644505,-0.036707494,-0.052447408,-0.001321077
14567,-0.012293922,0.010202122,-0.00954523,0.026132867
14600,-0.016947519,0.078089617,0.056952376,0.047035143
14633,-0.032468889,0.089513399,0.07526321,0.022281934
14667,-0.052411646,0.017841337,0.012856006,-0.045917481
14700,-0.060421653,-0.094459236,-0.090343378,-0.103486769
14733,-0.045985185,-0.170011997,-0.152881041,-0.09049616
14767,-0.012976956,-0.145092472,-0.120402135,-0.003244614
14800,0.022230756,-0.03189268,-0.018814372,0.092691347
14833,0.040017128,0.065627284,0.058299631,0.123439334
14867,0.034097027,0.057946868,0.043884944,0.080187529
14900,0.015537035,-0.016988752,-0.024197385,0.017449521
14933,-0.004296362,-0.053671643,-0.060748383,-0.013654016
14967,-0.027577577,-0.026154039,-0.046326824,-0.013298463
